"","fit","lower","upper","piWidth"
"5",513.151010567968,1.49573704293556,1024.806284093,1023.31054705007
"10",504.633675778289,17.915249400639,991.352102155938,973.436852755299
"15",508.912157501774,44.8262964251594,972.998018578389,928.171722153229
"20",503.401911526994,45.1224261248396,961.681396929148,916.558970804309
"25",501.240734677445,42.4447507879293,960.03671856696,917.591967779031
