"","fit","lower","upper","piWidth"
"100",714.957321686653,439.15143571592,990.763207657386,551.611771941467
"250",719.668925329737,461.901723409834,977.436127249639,515.534403839805
"500",719.18926221762,465.033049220477,973.345475214763,508.312425994286
"750",716.715096636589,462.89102946383,970.539163809348,507.648134345517
"1000",717.355969475764,464.747295448577,969.964643502951,505.217348054374
