"","fit","lower","upper","ciWidth"
"resamp_categorytotloc",103.373596483619,64.6623545942734,142.084838372965,77.4224837786913
"resamp_category10loc",103.20288904251,63.4783504578093,142.927427627211,79.4490771694014
"resamp_category5loc",102.249721090767,58.0355418401417,146.463900341393,88.4283585012512
