"","15","30","45","60","75","90","Mean"
"MSAT_Subset",8.80000000000001,7.2,6.39999999999999,5.59999999999999,4,0,5.91111111111111
"SNP_Subset_R0",5.10469877074904,3.67387189911067,2.54420185594685,1.75078940507345,1.05690958777123,0,2.87179289100899
"SNP_Subset_R80",1.4809315411066,1.48874648327603,1.29747577367927,1.05892466395748,0.789309159112221,0,1.12693853982147
